Common_Name,Scientific_Name,Habitat,Location_Type,Plot_Name,Admin_Unit,Year,Date,Month,Month_Name,Season,Start_Time,Start_Hour,End_Time,Sex,Distance,Temperature,Humidity,Sky,Wind,Disturbance,PIF_Watchlist_Status,Regional_Stewardship_Status,AOU_Code,Observer,Visit,Interval_Length,ID_Method,Flyover_Observed,Taxon_Code
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0789,PRWI,2018,2018-07-03,7,July,Summer,07:00:00,7,07:10:00,Undetermined,<= 50 Meters,24.2000007629395,88.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,ACFL,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,85824.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0789,PRWI,2018,2018-07-03,7,July,Summer,07:00:00,7,07:10:00,Undetermined,<= 50 Meters,24.2000007629395,88.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,ACFL,Elizabeth Oswald,2,0-2.5 min,Singing,False,85824.0
Ovenbird,Seiurus aurocapillus,Forest,Forest,PRWI-0789,PRWI,2018,2018-07-03,7,July,Summer,07:00:00,7,07:10:00,Undetermined,<= 50 Meters,24.2000007629395,88.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,OVEN,Elizabeth Oswald,2,0-2.5 min,Singing,False,92689.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,PRWI-0789,PRWI,2018,2018-07-03,7,July,Summer,07:00:00,7,07:10:00,Undetermined,<= 50 Meters,24.2000007629395,88.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,BGGN,Elizabeth Oswald,2,0-2.5 min,Calling,False,88038.0
Barred Owl,Strix varia,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BADO,Elizabeth Oswald,2,0-2.5 min,Calling,False,82956.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,<= 50 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,REVI,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,93587.0
White-breasted Nuthatch,Sitta carolinensis,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,WBNU,Elizabeth Oswald,2,0-2.5 min,Calling,False,90935.0
Worm-eating Warbler,Helmitheros vermivorus,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,True,WEWA,Elizabeth Oswald,2,0-2.5 min,Singing,False,91019.0
Downy Woodpecker,Picoides pubescens,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,<= 50 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,DOWO,Elizabeth Oswald,2,0-2.5 min,Singing,False,84936.0
Black-and-white Warbler,Mniotilta varia,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,<= 50 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BAWW,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,91012.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,ETTI,Elizabeth Oswald,2,0-2.5 min,Singing,False,266957.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,<= 50 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,ACFL,Elizabeth Oswald,2,0-2.5 min,Singing,False,85824.0
Yellow-billed Cuckoo,Coccyzus americanus,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,YBCU,Elizabeth Oswald,2,0-2.5 min,Calling,False,89102.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,RBWO,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,84865.0
Northern Parula,Setophaga americana,Forest,Forest,PRWI-0738,PRWI,2018,2018-07-03,7,July,Summer,08:28:00,8,08:38:00,Undetermined,50 - 100 Meters,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,NOPA,Elizabeth Oswald,2,0-2.5 min,Singing,False,890949.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,50 - 100 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,EAWP,Elizabeth Oswald,2,0-2.5 min,Singing,False,85846.0
Wood Thrush,Hylocichla mustelina,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,<= 50 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,True,WOTH,Elizabeth Oswald,2,5 - 7.5 min,Visualization,False,87156.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,50 - 100 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,50 - 100 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,ETTI,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,266957.0
American Goldfinch,Spinus tristis,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,<= 50 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,AMGO,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,95300.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,<= 50 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,ACFL,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,85824.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,50 - 100 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,ACFL,Elizabeth Oswald,2,0-2.5 min,Singing,False,85824.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0800,PRWI,2018,2018-07-03,7,July,Summer,07:48:00,7,07:58:00,Undetermined,<= 50 Meters,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,<= 50 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,REVI,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,93587.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,<= 50 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,ACFL,Elizabeth Oswald,2,0-2.5 min,Singing,False,85824.0
Yellow-billed Cuckoo,Coccyzus americanus,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,50 - 100 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,YBCU,Elizabeth Oswald,2,0-2.5 min,Calling,False,89102.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,50 - 100 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Ovenbird,Seiurus aurocapillus,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,50 - 100 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,OVEN,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,92689.0
Downy Woodpecker,Picoides pubescens,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,50 - 100 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,DOWO,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,84936.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,<= 50 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,<= 50 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Calling,False,88350.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0608,PRWI,2018,2018-07-03,7,July,Summer,09:34:00,9,09:44:00,Undetermined,50 - 100 Meters,27.2999992370605,85.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,ACFL,Elizabeth Oswald,2,0-2.5 min,Singing,False,85824.0
Red-shouldered Hawk,Buteo lineatus,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,50 - 100 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,RSHA,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,79572.0
Downy Woodpecker,Picoides pubescens,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,50 - 100 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,DOWO,Elizabeth Oswald,2,0-2.5 min,Singing,False,84936.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,<= 50 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Calling,False,93587.0
Worm-eating Warbler,Helmitheros vermivorus,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,50 - 100 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,True,WEWA,Elizabeth Oswald,2,5 - 7.5 min,Singing,False,91019.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,<= 50 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,<= 50 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,ACFL,Elizabeth Oswald,2,0-2.5 min,Singing,False,85824.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,<= 50 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,BGGN,Elizabeth Oswald,2,0-2.5 min,Calling,False,88038.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,PRWI-0660,PRWI,2018,2018-07-03,7,July,Summer,09:00:00,9,09:10:00,Undetermined,50 - 100 Meters,26.5,87.1999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,CARW,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,88350.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,EAWP,Elizabeth Oswald,2,0-2.5 min,Singing,False,85846.0
Hooded Warbler,Setophaga citrina,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,HOWA,Elizabeth Oswald,2,0-2.5 min,Singing,False,773816.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Pine Warbler,Setophaga pinus,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,PIWA,Elizabeth Oswald,2,0-2.5 min,Singing,False,890952.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,<= 50 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Red-tailed Hawk,Buteo jamaicensis,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,RTHA,Elizabeth Oswald,2,0-2.5 min,Calling,False,79563.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,PRWI-0555,PRWI,2018,2018-07-03,7,July,Summer,10:04:00,10,10:14:00,Undetermined,50 - 100 Meters,28.2000007629395,84.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,BGGN,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,88038.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,ACFL,Kimberly Serno,2,0-2.5 min,Singing,False,85824.0
Yellow-billed Cuckoo,Coccyzus americanus,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,YBCU,Kimberly Serno,2,0-2.5 min,Calling,False,89102.0
White-breasted Nuthatch,Sitta carolinensis,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,WBNU,Kimberly Serno,2,7.5 - 10 min,Calling,False,90935.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,50 - 100 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,REVI,Kimberly Serno,2,2.5 - 5 min,Singing,False,93587.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,50 - 100 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,REVI,Kimberly Serno,2,0-2.5 min,Singing,False,93587.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,REVI,Kimberly Serno,2,0-2.5 min,Singing,False,93587.0
Ovenbird,Seiurus aurocapillus,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,OVEN,Kimberly Serno,2,0-2.5 min,Singing,False,92689.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,50 - 100 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,EAWP,Kimberly Serno,2,2.5 - 5 min,Singing,False,85846.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,EAWP,Kimberly Serno,2,2.5 - 5 min,Singing,False,85846.0
Downy Woodpecker,Picoides pubescens,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,50 - 100 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,DOWO,Kimberly Serno,2,2.5 - 5 min,Calling,False,84936.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,50 - 100 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,CARW,Kimberly Serno,2,0-2.5 min,Singing,False,88350.0
Carolina Chickadee,Poecile carolinensis,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,CACH,Kimberly Serno,2,2.5 - 5 min,Calling,False,265876.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,BGGN,Kimberly Serno,2,2.5 - 5 min,Calling,False,88038.0
American Robin,Turdus migratorius,Forest,Forest,PRWI-0750,PRWI,2018,2018-07-04,7,July,Summer,05:43:00,5,05:53:00,Undetermined,<= 50 Meters,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,AMRO,Kimberly Serno,2,0-2.5 min,Calling,False,87136.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,50 - 100 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,NOCA,Kimberly Serno,2,7.5 - 10 min,Singing,False,94228.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,<= 50 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,CARW,Kimberly Serno,2,7.5 - 10 min,Singing,False,88350.0
Wood Thrush,Hylocichla mustelina,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,<= 50 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,True,WOTH,Kimberly Serno,2,0-2.5 min,Singing,False,87156.0
Scarlet Tanager,Piranga olivacea,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,<= 50 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,SCTA,Kimberly Serno,2,0-2.5 min,Singing,False,88071.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,50 - 100 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,ETTI,Kimberly Serno,2,7.5 - 10 min,Singing,False,266957.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,50 - 100 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,REVI,Kimberly Serno,2,0-2.5 min,Singing,False,93587.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,<= 50 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,ACFL,Kimberly Serno,2,0-2.5 min,Singing,False,85824.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,<= 50 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,NOCA,Kimberly Serno,2,7.5 - 10 min,Singing,False,94228.0
Great Crested Flycatcher,Myiarchus crinitus,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,50 - 100 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,GCFL,Kimberly Serno,2,2.5 - 5 min,Calling,False,85791.0
Blue Jay,Cyanocitta cristata,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,50 - 100 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,BLJA,Kimberly Serno,2,7.5 - 10 min,Calling,False,86252.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,50 - 100 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,EAWP,Kimberly Serno,2,0-2.5 min,Singing,False,85846.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,PRWI-0779,PRWI,2018,2018-07-04,7,July,Summer,05:18:00,5,05:28:00,Undetermined,<= 50 Meters,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,NOCA,Kimberly Serno,2,2.5 - 5 min,Singing,False,94228.0
